jwat	jwlt	kqat	jdah
obworopyen	obworovyen	obalrlpyen	obeuropyen
ocibo	ocibq	icigo	osovo
odwog	odwogu	idsog	odwub
wucike	wuiike	wucoka	duxile
lobo-ni	loboani	lkbp-ni	lobp-nm
gibigure	gnbigure	glbinurd	tibjgire
kwedi	kwedio	owrdi	kwfxk
nyime-nu	nyime-nuq	myije-bu	nyike-nu
lig	ligk	lkg	ikg
aburu	aburug	xbugu	aburt
gucad	gucaa	gucss	guaad
jane	jane	msne	jqne
wadoŋu	watoŋu	wsvoŋj	wzdoŋu
lulocgi	lumocgi	lulkrgi	lulucbi
lamerro	lamerrv	lwjeero	lzmerro
pilipi	cilipi	oiluoi	llpipi
aŋwen	aŋwem	aŋqdn	xŋwem
tangi	tangim	hsngi	twmgi
wail	waal	wqjl	wwip
imed	imedm	imfd	ikfd
teto	heto	geho	teto
ibur	xbur	ubir	ubud
aluba	pluba	zljba	zluva
knew	knmw	inew	ined
luticwu	luticwu	lugifwu	lytifwu
okar-mac	oaar-mac	pkar-mac	oiar-maf
gupwonyowa	gupwonyowy	nuowonykwa	gupsonylwx
okwoŋ	ekwoŋ	omwoŋ	iksoŋ
mucara	mucarf	mycaga	mkcara
iwek	iwvk	iwej	isek
beteceda	leteceda	hetrcedq	bfteceds
lwakgi	lwakgir	lwakgu	lqakbu
placita	placitr	placiys	placitc
bkiwoggo	bkiwovgo	vkiwofgi	bkjwkggo
gacce	gaccw	tafce	bacsd
nyelle	nyelhe	mhekle	ggemle
lutugi	lutuki	kutugi	jjtugi
acuru	mcuru	xduru	scuti
ogulle	pgulle	ltullw	ogilld
porcio	poecio	kogcuo	klrcko
mer	mel	mrr	ber
lutic-gu	lutfc-gu	murix-gu	outiv-gu
nongge	nonuge	nknggd	nlngge
blanket	blaneet	blxuket	blahket
mwocgi	mwgcgi	hapcgi	mwksgi
oddo	ohdo	odvo	oddo
lanyut	landut	oanyyy	kanhuy
cabbe	cavbe	cxbbr	canhf
lakworri	zakworri	kakwoedi	kzkwoeri
iony	eony	koby	iint
wuputo	wupvto	eupuhp	ryputo
kneel	knlel	kbwel	knsdo
budo	buvo	bifo	buvo
abitelo	abitelf	abotrpo	abotfko
katogi	kntogi	matkvi	ksgoyi
gilaro	gilvro	gioarp	bikzro
gukaye	gumaye	guksre	gkkage
titino	tibino	gutini	tutigo
wumiyo	eumiyo	wijiyo	shmiyi
kicane	kipane	lifaje	kicabf
giyenyo	xiyenyo	gigdnyo	gigsnyp
teer	tefr	tees	tewr
oriyo	oriyh	lruyo	lrjyi
lurro	lurrl	jurro	lurrk
miyowu	miwowu	moyoej	mjyowu
ottii	ottip	ofyii	otykj
lego	legoc	oefo	lejo
paco	pamo	pzxo	pxdo
kwica	kwiha	owicz	keoca
twowa	twowaj	twkea	tslwa
aryamma	avyamma	adyqnma	afywhma
cekke	cekkeh	denke	xelke
adi	adi	aei	ado
noggone	woggone	nkbgoge	noggonw
gudaa	gqdaa	guexa	ghdaq
kwillo	kwilno	keimmo	kwjllk
adek-ki	adek-li	adwk-lu	wdek-ko
bogine	bogone	fogjme	nofkne
onyomme	onyommee	onujmme	ogyonje
ococ	ocob	ovov	ococ
aebino	aebinu	cenino	afbino
okele	okole	okdme	oktls
abio	aeio	xvio	abip
wutum	outum	sutuk	wuttn
nyat	ryat	nuwt	byaf
gupillo	gupilln	guoimio	tulkllo
jiŋo	jlŋo	jlŋo	jjŋo
waoro	waozo	aaork	aaofk
gibirumo	gibirumos	gkbidump	giblrumo
bipwoyowa	bipwoyowaz	biowoyoqq	bilsoylwa
gipenyogi	gopenyogi	gikdbyogi	hipenyonl
adig	aaig	sxig	zdug
giwaco	giwaso	gjwasl	giqaco
lupwonycik	lupwonyxik	lupwinycyk	luowonycom
put	put	pug	lht
coor	coorr	voog	ckoe
abinno	abiono	abijhl	afjnnl
abigoyo	hbigoyo	sbigpho	afigoyo
wudille	wudilqe	dudimls	qudikme
matidi	matcdi	matlfl	natiei
giŋolliwa	gjŋolliwa	giŋoljiqa	giŋilliea
gimitti	gimitfi	gjmkfti	gomiygi
oborro	oborko	obitto	lblrrp
iywee	iyweet	jywef	ijwed
metto	mettw	kefto	mettj
imak	emak	iuak	imwk
gub	guq	hub	gub
nyuto	nyutoa	njutl	nykrp
toe	tom	hoe	tof
gibkido	gibhido	glboiro	glbkidk
wiwa	iiwa	aiws	wiqa
agonyo	afonyo	agonyi	xgonuo
dyece	dmece	dyevw	dyedr
apwonnye	ppwonnye	aprognye	qpwpnnye
jango	jangs	jdngo	nangi
bidoba	bidobx	bldoma	gusoba
rome	tome	eone	roke
ŋute	lute	ŋhtr	ŋuye
labit	labit	lsbih	lahiy
derube	xerube	dedkbs	derufs
ginywalogi	ginynalogi	guhywaiogi	gintealogo
toddo	zoddo	tisdo	roddo
gimare	gimaue	rinage	gimqrs
dwoŋ	dwoŋu	dsoŋ	vwoŋ
wabitwero	wabitwiro	wqbifwfro	qabitwwrk
giwaŋ	giwaŋw	giqaŋ	giwxŋ
akano	afano	aksnk	skano
bio	biq	bip	bio
omedde	omedde	imsede	kmrcde
kuricolit	wuricolit	kjficilit	kurixlljt
oceerro	ozeerro	ocfwfro	ocefrgo
gwek	gwak	gwdu	geek
rwenyowu	xwenyowu	rwenjlwy	rwenyldi
log	loi	lpg	log
pug	pue	phg	iug
laolle	lsolle	lqilpe	laolkf
guyubbe	guyubbeq	giyibhe	gujubhe
rukone	rukonek	rkklne	gukojr
lyanne	lyvnne	oyamme	lywbge
pakko	yakko	pakui	pwmoo
yuneki	luneki	yugeui	ghneii
tinne	tfnne	gijne	uinne
bitittiwu	bitittiwuw	bihittifu	bitigtiek
yoko	yokoe	jouo	roko
ikettongi	gkettongi	ikettkmgl	iuettonbi
akwili	akwoli	wkslli	akzkli
oran	ofan	pram	orah
daktar	paktar	dautwd	daktad
gibinoŋowa	girinoŋowa	giginoŋoqw	gibknoŋowa
cakki	caqki	camku	dzoki
bituco	bktuco	blyuxo	giyuvo
gibitenye	gibitenue	bibitdjye	hibitenhe
bem	bemz	bek	bsm
mwolone	mwonone	msoplne	mwokone
ojang	ojvng	ojshg	ojeng
omakkongi	vmakkongi	ljakkonni	pmqkkonbi
gulyerre	gulytrre	tulyerte	gjmyetre
nine	cine	nlme	nige
nyodo	nyoto	byoso	uuodo
wutwon	zutwon	sutwoj	wjtwph
lagada	lbgada	kwgxda	lzgawa
imiya-ni	imioa-ni	imiya-nl	imigs-ni
icakko	icpkko	icakyk	ivamko
wuo	iuo	wyo	dio
biyelli	biyellid	flydlli	boyeloo
bollo	boflo	blllk	bpkko
nyobbe	nyobbe	nylhbe	nyohhf
—owila	—owilax	—lwlla	—ksima
otoŋo	owoŋo	otoŋk	otoŋi
marro	parro	maerl	merrp
paala	pasla	oaqla	pzqls
mapolle	mapolleo	kapolpr	napollr
watye	watyee	swtye	eayye
cubu	wubu	cunu	chbi
guyet	guyen	yhyet	vkyer
inoŋ	iqoŋ	ibpŋ	ijoŋ
lacuur	lacudr	lackue	iaciir
gutudo	vutudo	vuguso	vufkdo
mat	mar	mqt	har
omel	amel	imdl	kmel
lukurete	lufurete	lukhtete	ijkurefe
catan	catai	satam	cztan
teyo	ttyo	teyi	twyp
kikopone	bikopone	kjkopone	kikopobe
culle	mulle	cuilw	vhlls
gedo	gedm	gcdo	geso
adola	adoly	sdlla	adllq
laket	lazet	iqket	laket
wubuyo	qubuyo	wubuil	wuguuo
laditwu	kaditwu	lwdkywu	oadiywj
iniaŋ	iniab	iniaŋ	igoaŋ
pwonyi	lwonyi	pwknui	pwonyi
kurete	gurete	pkrete	kugets
giribbo	gizibbo	figifbo	nirkbbo
nyako-ni	nyako-nj	nyako-bj	nyako-hi
wapitto	wapittc	dapirgo	wspitti
gubwote	gubwotb	bugwkte	gufwors
tonggo	tenggo	tlngyi	fongho
lacunna	lacunnx	lacynna	lacynjs
wubiŋeyo	wubtŋeyo	quhiŋeyo	wubbŋeyo
leelane	leellne	leeiajs	lsfmane
nywarra	nyfarra	ngwarfa	nydarrw
rate	rlte	rdte	rate
ocibe	ocige	ocivf	oxibe
gigonyi	gsgonyi	gigibgi	gogohji
abicaŋo	abicaŋo	aficaŋp	abicsŋp
watamo	watlmo	wstamk	watxmi
okwik	olwik	okelk	iowij
agikkine	agikkile	agkkiihe	agukkinf
wuwiny	wuwinr	aiqiny	qhwony
gicokke	eicokke	givokks	gicokke
acel	aceq	avfl	acel
awaco	awaci	awaco	aaxco
otimme	otwmme	orihne	lfimhe
gidoŋe	gipoŋe	gidnŋe	bidjŋe
aweko	awekoo	asrko	awekk
okal	okhl	ikql	okam
ogil	ogib	oguk	ogul
laderube	lalerube	oaderubf	ladsrube
pwon	pton	papn	pwpn
cawa	cawaw	caqq	vzwa
onyobbo	onjobbo	lnyobno	onykvbp
iwora	awora	iwora	iwkrz
ywe	ywr	jwe	uqe
bititowu	bititowu	bututowh	bkgitowu
ada	adao	aea	sda
abilene	abklene	sbilene	ahilene
waniaŋ	wanmaŋ	wsniqŋ	aanizŋ
abicel	abicgl	agkceo	qbicel
makatone	makctone	mabahone	mxkatobr
kanyi	kaayi	uanji	kanup
wabitiyo	wabitiyoo	wzbitlyl	wabititl
opwodde	opwoddz	ilwodde	oowodde
otwol	otwolm	otwpk	itwlp
na	nd	na	na
wupwonnye	tupwonnye	wmowonnye	wulwohnge
iwata	iwatf	iqatw	iezga
mucuggwa	muchggwa	myvjggwa	mjckgfwa
caane	caune	xaand	cazbe
winyogi	wixyogi	wijyovi	einyoyi
lagwok-jami	lamwok-jami	lzgwoo-jqmi	lagwpk-jqmi
acooni	wcooni	asoiji	acokgi
komwu-ni	komwu-nj	kimqy-ni	komwk-mi
giune	gicne	giuhf	giuhe
aura	akra	ajda	ajra
wanggi	langgi	dwbggi	wanfgi
gigeŋ	ghgeŋ	glteŋ	gogeŋ
yoogi	qoogi	hokgi	tiogi
raddo	raddu	dzddo	fadsk
latok	lxtok	lauok	layik
wuribbe	wuribbr	whgibbr	whrihbr
entolacen	eneolacen	enrklacen	dntolaceb
okongge	okohgge	okokggr	oklnggr
orumo	orimo	leumo	irkmo
taarro	tyarro	fqwrro	gwarri
bitittiwa	bitittvwa	bigittjwa	vityttiwa
kwanne	kwanse	kwqbnr	kwshnr
oyene	oyeve	oteme	ohwne
tee	tef	tse	res
wapol-li	wapolwli	qaoom-li	aalll-li
marowa	martwa	mariaq	msrowa
nitingatine	nitingatinea	gitiigatine	notinyarine
wanene	warene	wagegd	samrne
tege	tegen	yegr	tebr
gunyomo	gunyomow	gunfoho	gjnyomo
enenwu	mnenwu	ejwnqu	egenqu
tropimo	trdpimo	tfopomp	tfllimo
rolm	rglm	rklh	eoln
abul	aiul	zbkl	wful
yuc	yucc	yjc	huc
pamba	pambaf	psmba	pakbx
aryo	aryot	sryl	arfo
lanyab	lanyabf	lanyag	osnyan
gunino	gunink	ghninl	gyninj
ogwenynye	ogwenynyp	mgwegynye	oywemjnye
pwonyo	pwinyo	kaogyo	pwojyk
munynyo	munynyo	muntjyk	munjnym
komme	zomme	jojme	kpmme
gitaŋo	giuaŋo	nitzŋo	gifaŋo
renno	renho	tennl	rsnmo
mwarro	mwarfo	jwardi	mwafto
gicenogi	gicenogik	gucenogi	gicenogi
bilara	bilarn	bipara	vilxea
atyer	atyej	atyew	atyer
okwanyo	okwanyos	kkwafyo	lkwango
meer	meei	mewt	meer
lobele	locele	lkfsle	kobdle
abidok	abidoks	svkdok	ahudoi
awaro	awato	zwzro	awaro
badde	baddei	baese	navre
tungune	tungute	tugghnf	thngine
giyikko	qiyikko	giyikji	titijko
citi	citv	cifk	cihk
obilarre	obilarrek	ogilsgre	obilarew
ayenyo	ayenzo	ayebyi	xtenyo
tkidi	tpidi	tkidh	tkidu
botgi-ni	botgj-ni	botgi-gi	bohni-ni
goli	loli	boli	goii
cete	lete	seye	cete
meera	meerd	keerx	nefda
alupa	amupa	alula	slupz
lucamaria	tucamaria	kucamsria	lucakaeja
aduko	pduko	awiko	aryki
gilubbe	gilubbe	gjlubne	giougbf
madwir	jadwir	mzvair	mqvwlr
cadenne	cadekne	cawegbe	cxdejhe
tongo	tonwo	tonnp	tonro
mapatpat-ti	mapatpat-mi	mzpatlat-gi	mapatpat-gi
acalo	aculo	axali	acamn
cwale	cwtle	cwaie	xwake
rwom	rwoj	twok	rqon
dwe-nu	cwe-nu	dar-mu	dww-nu
ongee	dngee	onger	ongrf
jiyo	jiuo	kijo	jijo
opunynya	opqnynya	pounynyq	opuhygya
abwolle	abwollep	zbwlmle	qbaolle
nekkowa	nekgowa	nsknkwa	mdkkowa
lakee	lakez	lamew	laket
orema	orrma	orwja	orwia
adyeri	acyeri	aryego	xdyfri
wadwa	wadwi	sadww	dqdwx
lamalaika	lammlaika	lamwiqika	lamalzilq
boyo	boyou	boyo	vogo
gibinywalo	gilinywalo	gibibnwalo	gibintwako
kiwok	kiwtk	klwlk	jlwol
konyowa	kjnyowa	komyiea	kpnyoeq
itimowa	itiqowa	jgimosa	itjmows
adot	ddot	afot	aqot
atirogi	atirogiz	ahjfogi	aylgogi
peddo	pedvo	pwdso	leddk
kuno	kuoo	kibo	kimo
awal	vwal	xdal	awxp
obaro-nu	obaro-ni	kbawo-nu	obafo-nl
luput	lupkt	lgput	lyouy
kiye	kiue	koyr	kiie
lakwana	takwana	kskwana	lakwxbq
kin	kdn	kun	oig
welle	wella	welis	esole
tala	tgla	taua	tdla
nyeerro	nyserro	hueerri	nyeerbo
giyub	giyzb	yiykb	gjyuf
wape	wapj	wakf	wxpd
nywarowu	nywarouu	myesrowu	ntwaeowk
owoto	owotl	owohp	kwofo
ibicito	ibiciuo	ibncito	ibocjfo
gucwalogi-ni	gscwalogi-ni	gudwqlotk-ni	tucqalogi-ni
lacuku	lacukuo	laclju	lscuou
acicoye	acizoye	adicige	asisoye
akeŋ	akeh	akdŋ	qkeŋ
obitta	obikta	obhtra	ogigya
gijukke	girukke	viyjkke	hijukke
iroco	irocox	irlso	uroci
alimma	alibma	wlihma	solmma
arege	aregeb	qtege	wrege
nyattena	nyatwena	gyattebz	gyatrenx
dogcelle	dzgcelle	dkgcrile	djgcrlle
opoko-yokki	opoko-ykkki	oplop-yokki	opoko-ypmmi
iwok	iwoy	leok	iaoi
litonona	litonbna	lihoniha	luronona
etiyo	etiyoc	etlyi	eyiyo
oloto	oloxo	llotp	ljoto
omotogi	dmotogi	omofogl	lmofogi
adano	adsno	wdago	adxnk
atwooya	atwooua	afwolys	afwioya
mupira	mupfra	mullrw	mkplrw
lamerokoni	lamerokooi	lamdrojohi	lamfgokoni
olwoŋowuni	olwoiowuni	olwoŋowumk	olwoŋlwunu
maggi	maggt	mxgbi	msgtl
cikke	cgkke	cinie	cojkr
dakta	dakea	dakja	wsktx
miyogi	miyoli	mlykgu	hjyohi
inog	dnog	inmg	igog
pyerabic	pyervbic	pyefsboc	pyetabic
goddo-goddo	woddo-goddo	gowdo-gosdo	goedk-gkddo
guceer	gucear	bucset	gucdef
okwalle	okwalleb	okdqlpe	okwsolf
icaŋ	icaŋh	lcaŋ	kcaŋ
oonyo	oonyoc	oojjo	oohho
oyeto	oyetoe	pteto	kheyo
kekena	kekenah	kekwna	kwkqna
wuliro	wueiro	wiooro	wmliri
wukok	cukok	duook	wumoi
imoor	imooc	imipr	ijoor
gemme	gemmed	gemhr	gemye
gupako	gulako	gupckl	gulqki
gibikwoŋo	gicikwoŋo	giflkwoŋl	gigikwoŋk
silvano	sclvano	sileqno	xilvahp
guŋak	guŋakm	guŋak	ghŋak
lubi	uubi	jubi	iubj
gukati	yukati	gulsgi	guizti
nyako	nyakot	jyqko	nyano
okonyi	okdnyi	okogni	olomyk
gukiye	gukiyej	gukjyw	gukiyf
chine	chsne	ehine	vhinr
ilokogi	ilhkogi	ilklogi	illnigi
omayo	mmayo	lmayl	lmayk
burowu	buwowu	budowh	burieu
jeme	jemev	memd	jehe
wubia	wubua	duvia	wivia
gibitweyo	uibitweyo	gihitwbyo	giblteego
jwirro	jwirroh	nwitto	ywitro
tone	toie	tige	yone
oboro	oborot	oblro	obofo
macokcok	macokcos	mxvojcok	macpkcpi
lapwonynyena	lapwsnynyena	lapfojynyeba	makwonyhjena
apwoda	apwoaa	akwnda	akwida
wuneno	wunenod	whjeni	wuneno
makowu	makowk	malpeu	tqkowu
wadoŋo	wzdoŋo	wafpŋo	wsdpŋo
juurre	juucre	uukrrr	juhrfe
cwet	cwetc	swey	csef
gitumme	gitkmme	glhumje	gotummd
telowa	twlowa	trkoww	gelkqa
oyom	oyomu	oypn	oyim
lakidi	zakidi	lamoci	makkfi
gulwoko	gulwokoh	gklalko	vyleoko
gibigonyo	gibigondo	gibkyonyi	ginimonyo
otittiwa	otittiwad	irihtiwa	orlttiwx
gaki	gaks	gakn	gaku
ogwaro	ouwaro	ohwzrl	ogwaro
wukelo	oukelo	wjkqlo	wuielo
ekel	jkel	qkel	rkel
anyomo	anyamo	anjpml	amyomp
owakke	owakue	lwakke	idqkke
gilira	giliral	gllirs	gikjta
odwogo	odwogo	krwkgo	kdwoyo
gupotto	grpotto	bupoygo	gupittu
keda	geda	kdxa	kdds
lalele	laldle	paleor	lzpeie
litino	litjno	lutjmo	ligunp
mewuni	mmwuni	meeuhj	mrwihi
obog	obdg	onkg	ovog
oleyo	oliyo	omeyk	oleyu
wubinen	wusinen	wibknem	eubijen
next	nexta	jexf	gwxt
godfrey	gbdfrey	fldfeey	gldfgey
yugge	yuggea	uugre	jjnge
caraan	cdraan	dzrasn	aafaan
iŋur	iŋor	jŋhr	iŋur
tweerre	tweyrre	twsfrre	tweegrw
icag	icax	icwn	icag
dwoko	dwokn	dskko	dsoml
kikomi	kikomv	kulomk	kukoji
teddoni	teddxni	tdddofi	teddonl
gibipimo	gibipimh	gibkpiji	gibilioo
ileg	lleg	ukeg	ilej
girnbbo	girnbwo	gkrnbbk	gjrnhbo
aŋina	aŋine	aŋoma	aŋijz
boma	bhma	nlma	bpma
tema	temo	twms	gemw
otenne	otennp	oysmne	ofdmne
apatta	apctta	aldtta	apatha
ruyo	ruyt	rutl	euto
kabakagi	kabakdgi	javajagi	uabwkxgi
gimiine	gimyine	gomipne	yimkige
guwinywa	guwioywa	fuwinywa	giwjngwa
abwora	abworg	wfwpra	abeoea
ojuk	ojukl	lnuk	kjui
pwodowa	pwodowaa	kwodoqa	owlwowa
boone	booneo	boogf	goone
gobumente	gobxmente	fohimente	glbhmenye
wamittto	whmittto	wqmottto	wxmitttp
gudiyo	gudiyn	gydjyp	rydiyo
epaenato	epaenafo	epwemwto	skafnato
aregga	oregga	afsyga	areyta
giddo	gsddo	glddk	niedo
pel	ppl	oel	kel
wog	woz	sog	akg
olokoro	olokorj	ooomoto	olpkogo
cucu	ducu	chcu	vucu
ragge	rabge	rwgre	eagte
goggo	goggx	gogrp	yojgo
odur	orur	odur	owhr
daani	daang	vaxni	daxni
kulu	kulb	kylj	lulk
jabbe	eabbe	yabbr	yanbs
omal	qmal	kmal	omam
okuro	ofuro	pkyro	okufo
jwanno	jkanno	jwsnni	jaannl
apolo	ayolo	akoll	xpoii
nyotto	nyottow	juotto	nyitti
yabbo	yabfo	tabbk	yahbp
lwokke	lwokue	lwpkor	hwokie
laminwa	lhminwa	lanjgwa	lakinwa
ari	arix	wri	xdi
litinogi	litioogi	lutibpgi	lotihogi
cocitene	cocimene	cucjtene	vocihene
cal	crl	cxl	val
gilworre	jilworre	gilwprff	gipworrf
amiyogi	cmiyogi	ajkyogi	amihohu
yegge	gegge	jfgge	iegge
lyedi	cyedi	myexi	lydvi
ginyiko	ginyikn	ginyuio	ninykoo
meegi	ceegi	hergi	meehi
lwonggo	lwonggy	mwpmggo	palnggo
olwa	olwan	plww	olaq
jubbe	jubbe	jubbe	jlbbe
wuniaŋ	luniaŋ	wunuaŋ	vunizŋ
cet	cett	cdt	deg
oleŋŋe	oleŋae	omdŋŋe	oleŋŋr
boo	booa	bpo	boo
rwakke	rwqkke	rwsike	twxkkf
gidumo	gidubo	bixhmo	tidumo
owed	osed	owfs	oded
ngokke	agokke	ngomje	mtokkd
gilwok	gilwog	bilwlo	gildoj
praitorion	praitorjon	prairoruoh	prsitorkon
ibiweko	ibiwekl	ibidskk	obiedko
kanyo	kanyh	kqmyo	kantk
igwakke	igwakle	iywakkd	igwqkke
karre	korre	owrre	kxgde
watuc	patuc	watuc	eatuv
lakgi	qakgi	lakgm	laugi
bic	bicb	fic	nix
ya	yaa	ya	yz
gutito	gutilo	gutlro	butkgo
atilt'	atflt'	stiot'	stimt'
tamme	taame	tsmmr	gamje
gutyerro	grtyerro	futyerrp	yutjegro
rony	ronb	fonj	rlny
aruka	aruua	aeuua	aeuja
otima	otyma	ltjma	ltlmw
wamar	wimar	waksr	wajar
jongorapia	jrngorapia	jomroraoia	jongodapis
gibinywallo	ggbinywallo	niginywalpo	gihinteallo
omeddo	omeddoq	imedfl	ojeddo
kigwee	ligwee	kiywdf	kiywee
waarri	waarriy	wazfri	saqrri
agwara	aewara	atwcra	atwars
oecweer	oecweers	prcdeer	oscwdef
kwedeni	kwwdeni	kwewdbi	kwwxenl
anngoo	anvgoo	anggkk	wnnglk
ŋut	ŋutt	ŋut	ŋjt
gwello	qwello	gweoli	gwrloo
adoya	adoyae	adogq	adljq
itwoor	ntwoor	jtsoot	itwoot
labutu	labutue	labugu	kabutu
iloyo	ilyyo	kooyo	iloyk
gunywanno	gunywanna	yubywamno	gunyeqnno
wakemo	wakemoh	waowmi	wzkfmk
macokcok-ki	macokrok-ki	mwcokcom-ki	maconclk-li
apok	apck	qlok	apok
gicwer	gicrer	bucwer	giswrr
kwoyo	kwpyo	ksoyo	jwouo
etalli	etalli	eyxmli	egalll
go	gof	go	gl
kora	oora	kkrs	kira
ngun	ngtn	nnkn	mgjn
dayaman	daynman	xayaman	wayakan
wujol	wujor	wunll	dunol
gutwero	gutweroj	ghtaero	gutwerk
liweng	liwung	oiwegt	kidwng
gimaarro	gimaaqro	himaargp	fimaerro
wutino	wutinop	wjtuno	witigo
pottone	potzone	pofyoge	oothond
jobbe	johbe	johne	hovne
owiggo	owgggo	owkvfo	oaibro
owaci	owqci	owwco	oeaci
nard	zard	nqgd	gard
unfit	unfitz	infut	jgfih
gonne	gonnet	gknje	gonnw
ted	tedw	tdd	tfd
gigero	rigero	rigfto	ylrero
ogoyo	ogopo	lgoyi	orouo
lacwii	lvcwii	lwssii	lavxii
ebimiye	ebimiyy	ebkmije	enijiye
cwalwa	cwalwax	vwaiww	vwapwq
cekewa	tekewa	dekesq	cwkswz
kiryo	kiryl	nifyo	jirio
acella	vcella	aceooz	aczlka
edwoggo	edwogio	edslggo	edwongo
gibigwarowa	gibigwarova	givigaarows	gibigwzyoww
nyot	nyoh	jyit	mykt
okonygi	hkonygi	ikinugi	pmonygi
wumiya	wuaiya	xumita	symkya
wiro	wiroy	wigp	djro
nanggo	nanggoe	bangbi	bsnggo
nyinggi	nyynggi	njinvvi	njlnggi
kurro	kurrot	khero	nurdo
giwill	guwill	tlwill	giwlkk
monnye	mownye	mobnye	uonnge
opaŋo	opgŋo	opzŋp	ilaŋo
wadiwa	jadiwa	wadpqa	sariww
woke	qoke	wood	woke
ludoŋo-gu	ludoŋh-gu	ludkŋo-gh	kiwoŋo-gu
jamine	jkmine	jakinc	janjje
giteyo	giteco	gltdjo	ghteho
baba	baban	fzba	baga
giwacci	giwaccix	gisaffi	tiwxcci
wulubi	wulubie	wolubl	whljbo
chkie	chkiy	cjnie	xfkie
wici-wici	wicivwici	qici-wuci	widi-wjsi
todde	tsdde	gofde	hldfe
mayubbo	mayubbh	mayucvo	maygbbp
toŋ	toq	toŋ	tpŋ
bicorre	bvcorre	bickfre	hicirre
guweko	guneko	ghqwko	gudfko
gikello	gihello	gilfloo	tiodllo
gibullo	gibullr	gibylkp	gibyloo
giyorro	aiyorro	coyorro	giyirto
gunotte	gujotte	funohte	gijotge
oye	oyc	lye	ojr
neko-ni	neko-nv	neko-ti	neko-gi
oŋino	oŋinp	oŋino	oŋiho
gutore	gufore	fitode	gufode
wubilimo	wuwilimo	wuhillmi	wybimiko
wumok	wumoka	rumok	symkk
cwitgi	cwitgf	switgk	fwltgi
muketo	mukewo	miietk	muneto
cikka	cikkaj	cikka	xikla
dwanni	dwamni	vwwnji	rwangu
pwonynyo	pwonynyd	pwogynjp	pwogynyl
collo	mollo	ckklo	ckpmo
guny	cuny	huny	guny
ogegga	ogegra	kvfgga	ofegba
onyem	rnyem	onyfn	pmyrm
gupokko	gppokko	gukouko	yupouko
latowaŋ	lhtowaŋ	lafiwaŋ	lztowzŋ
anoggo	onoggo	ankghi	rnoggo
rem	rpm	reh	rrm
adunone	adunonei	qdunime	wcunonr
jakayo	xakayo	uajayl	oakayp
inene	inenx	jhene	onrns
kwan	kwau	kwsn	kwaj
madara	modara	msfarq	kadara
boti	joti	boru	viti
nyayo	nyaso	nyagp	njayk
bitwero	bitwerl	vitseri	bitwefl
rokke	jokke	rooke	rkkme
kulu-ni	aulu-ni	kulk-nl	khlu-ni
okema	okemak	pkemq	ouemq
ginanena	giqanena	ninanenc	gincnena
augucito	auguciyo	augucuro	augjcyto
okemme	opemme	okemje	ikfmne
laticci	lgticci	lqficcl	oaticsi
iyeto	iyeth	ireto	iuehp
megi	begi	jegk	mevi
kelle	kelles	keold	leile
ngulla	nguloa	bgylpa	ngilka
ocwallo	ocwdllo	oewamlo	ocwxloi
lugeraca	lugetaca	lugdracw	luheeaxa
pyeraryo	pyewaryo	oteraryp	lyeraeto
onyutowa	onyutkwa	onuitoea	onyutoww
jony	jsny	jknj	hkny
emiye	emiyek	emihs	ekite
cittoni	cittonir	cittkbj	siftonl
tinny	tiiny	honny	tunny
ogeto	ogqto	pveto	lgwto
akarra	aksrra	qkarrs	akwdra
giwinyo	giwmnyo	fiwojyo	gjqigyo
gitere	giterew	rjtrre	hitert
mukekane	mukekbne	mhkskane	hukekant
obam	oxam	ofak	oham
gugerro	gugerlo	gugferi	gygerrk
lwero	lwerou	lwetk	ldsro
gitweya	uitweya	gueweya	gktweha
ginywalo	ginywalo	glnjwali	ginuaaoo
nywak	nywbk	nyexk	ngwxk
care	carei	sarf	xade
eri	iri	eru	eei
jwwirre	jwkirre	jqwirre	jwsirrs
ova	oja	ovx	lva
digo	digod	cibo	vibo
cwinyne	cwibyne	cqonynf	cwihynw
oringo	jringo	ofiggk	pbingo
lebbo	lebbr	lebvk	lenbo
tuatira	tuntira	fusfira	tuatlga
ampuliato	ampuliatou	ampuljarl	amlulizto
nikatto	nikxtto	nlkagto	nikayho
giwil	ghwil	guwll	hieil
otwogo	ktwogo	ifworo	otwogl
pigo	figo	pjto	pkgo
iciti	icitii	ufiti	kciti
piir	pipr	piie	piir
koko	kbko	nokl	uono
lawac	gawac	mqwac	lqwwx
gulwoŋgi	gzlwoŋgi	gukaoŋgi	gulwoŋbk
gek	yek	tek	jek
pulle	pulwe	pulle	oulpe
ongollo	oegollo	ivgollo	ontollo
onwengge	gnwengge	onwemghd	knwsnggs
inyimwu	inyimdu	jnuimwh	inhimwu
wacammoni	wacawmoni	wacanmkbi	wzcamjoni
wulworogi	wulworogt	wulwoflgl	wulwleogi
kitwa-ni	kitoa-ni	kitwa-bi	kifwa-ni
ŋipyem	ŋipiem	ŋikyej	ŋiphrm
kabedogi	kabedogi	mxbedigi	kabedkvi
niaŋogi	niaŋogl	nkwŋigi	nixŋoyi
pappe	padpe	kapps	oappf
odwokwu	odwokuu	pdwkkwu	owqokqu
gikwanynyo	gskwanynyo	bikwwnymyo	gokeabynyo
ludiro	luviro	jufiro	ljrirp
inyimme	inhimme	ijjlmme	infimme
ommone	ommoye	ojhpne	omkige
oora	ogra	iira	oora
