khuwakho	khuwarho	uhuwakhj	khuaalho
waleekiwiile	waleekiwiiye	walfwkiwiild	waleekuwiioe
sishakhwakhiile	sishashwakhiile	eishwkyeakniile	sishakhwakhnilr
shilibawo	shilibmwo	shilibqwo	ahilugawo
shimutaambisa	shimutbambisa	dhimutaxmbisa	shjjutqambisa
bwakwa	bwakja	vwaiwa	bawuwa
khwalondelela	khwalondeleda	khwqponreiela	kywalkndelela
umulamu	jmulamu	ymilami	ymulajy
ashikholele	asgikholele	asmikholfoe	ashijhoodle
shifungo	srifungo	shifunno	qhifuggo
bakhasikhana	bakhasikhala	bakjasijhana	baihzsojhana
lweewe	lweewe	iweewe	mwreae
ndyeena	ndyesna	hdyeehx	nsyerna
kuuremu	kuuremug	buurfmu	kuureiu
sibawulila	sibawulifa	difawjlila	sibawuiipa
warangililwa	warangililna	wsranvikjlwa	dafqngililwa
s'ingane	s'wngane	s'indane	q'ihgane
khulimuwooyawooya	ohulimuwooyawooya	kgjpimuwooyaqooys	khujijuwkoyadooya
s'abakanikhatsakayo	svabakanikhatsakayo	s'abauanuuhatsziayl	x'abakwnikhatwzkayp
bibonekhele	bibonekhelea	bibomekbelf	bjhineohele
khukhwalikha	khukhwalikhl	kmukhwalukjs	khukhaapikma
mbila	fbila	hbilw	mbila
balibona	baliboia	bslibohx	naiibina
n'awoona	n'atoona	n'awoonx	t'awolna
ukyendaanaka	ukyeqdaanaka	ukyenvaznaka	ikyendsajxka
tsibisambakilila	tgibisambakilila	txibisambauiliia	tsibisambajilkka
lyaawe	lyalwe	luaawe	oyaqwe
shamila	shbmila	cgamiia	shxmiia
umurume	umerume	umjruhw	ymurume
s'ushiili	s'qshiili	s'hshiipi	s'uehiili
khukhulakila	khukhulakela	khhkhhlamilw	khujhjpakola
bwakhubonekhela	bwakhubonekhelw	bwaktuvlgeohela	rdakhuboneuhsla
ufukiilila	ufukiilila	ufuiuilila	ufuiilkila
bakhamanyile	bakhhmanyile	bskhahanyile	bakhsmxjyile
aniinisiwe	hniinisiwe	ajiinisowd	anijhisiwe
namisa	namiua	namowa	nanlsw
yane	yanek	ysns	janf
khatsowa	khagsowa	ihxtskwa	ihatsoaq
basuluusa	rasuluusa	bqsuiyusa	basukiusa
bamwoolisa	bamwoolisay	bamwollizx	bahwooliss
khwekanakana	khwekanakana	kydekanaoanz	kywekznaksna
kumutaambo	krmutaambo	kumjtasmbp	numuhaambi
umwitsililisi	umwitsililisiz	jhditwililisi	khwigsioilisi
ukanibwa	pkanibwa	kkanibwa	nlanibwa
muweelamo	muweelaio	muaesmamo	nuweemaml
ikhole	iehole	ikhoke	oknome
khulondelele	khuloedelele	khilkgdeoele	khulpnerlele
nesho	neiho	nsqho	mesjo
wayeeta	wayeetav	dxyeetx	qayedga
akiwambisa	akiwambisp	wkiwamhiaa	wkiwajhisa
khukhwikhoya	khukhmikhoya	khukhwjuhotx	khujbwjkgoya
welileyo	welileyoi	wemilego	wflileyi
yaŋoonewele	yaŋoonewgle	yaŋoonfqeie	yaŋoobfqele
bibyuuma	eibyuuma	bibyhimq	bibfuuha
balifuna	balpfuna	baljfuna	balicuna
lyaweela	luaweela	lyqaedla	lyzwwela
wamureewulila	wamurpewulila	wanurebwulila	wamyrsewukila
bibikhali	birikhali	bibjlhali	bibikbqki
bubwiitsa	bubwiitra	bibwkotsa	bubwiiyca
ubatisibwe	uwatisibwe	uhqtisobwe	ubatosimwe
sishabeele	mishabeele	susnxbeele	syshabfele
uwatimiililatsaka	uwatimiililatsakat	uwatkniipularsaka	uwatimiillmzrszna
abatitukhakho	abatitukhakhof	agatitjkhajhi	abshitukgakgo
afuurisa	afugrisa	cfhurisa	afuhrixs
shifwabi	shifuabi	zhifwabu	smicwsbi
mulaalikhe	mulaalikhem	muuaalikge	kulaalikhe
s'akaanisibwa	s'akaanisibea	x'alaanisogwa	s'anaanusibwa
babikhola	babzkhola	bxvikholw	nzbikholw
shareerera	shareevera	ahsredrera	shadeeregw
imboolela	imboolrla	imfoolflw	imboimela
n'amuloomba	n'emuloomba	m'amulkomha	b'amulkomna
tsimboolela	rsimboolela	tsihboolena	tskkboolsla
khukhasikhanile	khukhasikhanipe	kuikhxsiktagile	khukhasokhznilf
bandekha	bandrkha	bandeius	bendekhs
welihaasa	welihaasay	welkhwaca	weluhzaca
niyooyu	niyofyu	hiyioyk	niyiigu
babamanyikhaane	babamanyikhaane	bxgamanyukhasne	babwhanylkgaaje
nakhuminyaalila	nakhuzinyaalila	nakhtmibyaxiila	nakbumimtqalila
yababirisa	yabpbirisa	uahabirisq	yxbanirusa
bakhulaangile	bakhulaangilem	bsknhlaqngile	baknulasjgile
khumwiire	khumwiite	khhmslire	khukqiure
khwisaayatsake	khwiraayatsake	lhwisasyatszke	khwiswayafqake
demasi	xemasi	qfmasi	dekaso
utsiinikhanila	utsiinikhanilx	uteiinikhanilw	urskinikhamila
arobolemo	aromolemo	agotolemo	zrobomemi
ukhandakakho	ukhandakskho	ukhandwkaoup	ukhsndqiamho
injeekhe	iyjeekhe	injeejtd	inieekhr
nase	naze	nssr	naaf
shishiiliwo	shishioliwo	sjizhiiliao	shichiikiso
tsiliikwa	tdiliikwa	hsiliokda	tzilikkwa
imbakhonyakilila	imbakhoniakilila	jmyakhonyakipika	imbakhonjxkikila
ndilamusibwa	ndilvmusibwa	hfilamusibww	mdilamuslbsx
shishilima	shishilnma	euishiliha	shiahilkja
alibakaya	alibtkaya	alieakaua	allnakays
muyayi	muyayi	muyzyi	nuysyi
sodoma	sodema	soxoma	sodoma
imala	imalo	imala	imxpw
kabawonesa	kabawonosa	mabawpneaa	kanqaonesa
wakikhalakho	wakiqhalakho	wajikhaoskho	wxkikbalaljo
sebamufukiililamo	sebamufukiylilamo	sebamtfuniioilaho	senamudukiklilami
shatsowa	shatsoxa	sjatfowa	shdtcowa
weshebukha	weshebukhc	qrsnebukha	wechebukbz
khuboolakho	khuboolokho	khubookauhi	khuboilakho
khanyoowe	nhanyoowe	khanhoodw	nbanyooee
n'ibuutsa	n'ibuwtsa	n'lbuitsx	j'ibuutca
khukhoola	khukhoolat	khukhooka	khykboola
ikhwokyesanisa	ikhwokyesdnisa	ikbwpkudsanisa	inhdokyesaniwz
uweriibwila	sweriibwila	yweriibwilw	ueeriihaioa
lishaakha	listaakha	kishazkya	ljshaahha
basaale	basaalz	bzszalw	baswxie
bibayeeta	bibayeetap	hifzyeeta	nigateeta
ashiiliwo	ashiiliwog	zshiiliwl	asniilowo
shilikholikha	shilikholimha	ehipjkholikha	shilikgoikkhz
mbakana	pbakana	mbwksba	mbskxga
n'akholela	n'akwolela	b'akholwlq	m'akhllels
akobosa	akoqosa	xuoblsa	akobmea
bakubyeengewa	bakueyeengewa	bxkugyedngeea	bakubyeengesz
wayila	wayilah	wwuiia	wauila
soonda	soobda	sipnda	soknda
khukhwilaliila	khukiwilaliila	khuknwilqlioma	nhukhwildpikla
baseya	baseya	bqsefa	bqsrya
khwawukhana	khwawkkhana	khwawukhajs	kywswukgaga
bilikhwoolela	eilikhwoolela	bikkkhwpklela	biliihaoolelz
khukhanyala	khgkhanyala	khuuyangala	mhukhabtala
wababatisila	wababatisilq	wabsgatisilq	wahabatisilw
khukhwiwonesa	khukhwizonesa	kjhkhwidonesa	khukhwiwkmesw
babenaanayo	babenadnayo	bxbfnasnayo	bqgenaanqyp
bakonele	bakogele	bwkineie	bakoneke
wabukula	wabukila	qsbukuka	wanukima
shimwakhila	shiawakhila	shimqzkbila	shpmwxkhkla
yese	yise	yeew	yeae
njeekhe	njeehhe	gjefkhf	njeemje
lyalama	lyalama	lualame	iyalwka
khushiwonesa	shushiwonesa	khushiwnjewa	khjshiwoneza
s'alinyala	s'alinyalag	s'alknjama	s'woinyzla
akhusasula	akhumasula	xkhuxasuma	skhysasulz
bibiwaamba	bibawaamba	bibiwsamma	bubowaamba
n'ibawo	n'ibaeo	n'ibweo	n'ibadk
bulosi	bulosy	bklixi	fuloso
indatsakekho	indatsanekho	infwtsakeoho	ijwatcakekjo
bulekhe	bulekqe	buldkhe	bjlfkhr
kukwinaanayo	kuowinaanayo	kkkwonaanzyi	kjkwinaanaho
taawe	taaxe	tqxwe	yaaww
n'eyo	naeyo	n'eyj	n'syu
arupakusadi	arqpakusadi	srypakuswdi	arypakusadu
khukhwisonesa	khukhwisonesq	khujheislnesw	ohukhwpsonesa
khumwiirisa	khumwiirisaf	khumwkorisx	nhumwikfisa
awonile	awodile	awofioe	awojipe
kumukhoosi	krmukhoosi	kumukbolai	kunujhoosi
khuwombesa	khuwombasa	nhuwonbesz	mhkwomhesa
khukoosa	khukoosax	jhukoosz	uhuuoksa
wafwa	wafqa	waeaa	wqfdq
bikosi	bicosi	bmkosj	nikisi
akyeendile	akleendile	akydenrile	ajyeendile
weyisa	weyiqa	dehisx	eeyiwa
bwandya	bwandda	geandyw	baancya
ubona	uboja	hgona	ubona
naako	nawko	naaip	nwayo
bibikhuluulila	bibikhuyuulila	bibikhklijljla	gibikhjlhuliua
byayo	byayk	gywyo	hyayk
mulyulyu	mulnulyu	hulgulyi	mulyylyu
khwakana	khwkkana	ohsakaba	ohwajana
kayiindekhuula	kayiindekhuulan	kayiigrekhmula	nsyiindemhhulx
khukhukhakilisa	khukhqkhakilisa	khulhukhaknliwz	kmukhuktajllosa
inyene	incene	jgyens	iujene
boneke	boneki	bofeoe	gondke
kabona	dabona	kafomx	manpna
umuleekelwa	umfleekelwa	umulfemelda	kkuleskelda
khwatsya	khwavsya	knwatsus	jywatsya
buwangafu	buwangffu	buwzngzfi	bhwxnyafu
nakhiile	nakhiilt	nakhlipd	nwkhlile
sibabuta	sibabuya	skvabutq	dibxbuta
wawonelawo	waxonelawo	qawinekawo	wawonwiawo
kwooyo	kwooym	kdooyi	kwopjp
uwakhulomela	uwaphulomela	uqqkhuikmela	uwzkyulomeka
azoli	azolit	axili	azooi
khuwoombesa	mhuwoombesa	nhufoombesa	jhuqlombeqa
khushebulililakho	khushebulilulakho	mhuqhebilililqkbo	khjztwbulipilakho
khutubukhamo	khttubukhamo	lhitubukhcmo	kbutubuktajl
ubimanya	xbimanya	uhkmanja	ubomznya
aminyisa	amimyisa	snknyisa	aminyiss
tsoowo	isoowo	tsoiak	hsoowk
naalila	naalika	nqalilq	naalilw
shikhali	shikhali	suikfali	shikhqli
byoolelesebwe	byoolelesebwev	byoolwmezwbwe	byoopeldsrbwf
khukhwiwotooma	khukhsiwotooma	jhukhwiaotoona	kmykjwiditooma
khaniyikine	khaniyykine	ihaniylkine	kgankyinihe
ubawe	ubjwe	hbaae	ufqee
bwiyikino	bwpyikino	baoyikinl	nwiyikimo
balimubona	balimybona	balimkbona	bwiimuboja
mwitsile	mwitxile	maitdilw	lwitsiie
mwisiwemo	mwisiwemog	mwldiweko	kwisisfmo
bamwibuulile	bamwibuuxile	bamwiguypike	bahwibuulilf
bawele	baweles	bqwrld	bwwele
shishawulilikha	shishawulilikua	zbishawuiikioha	snishawulilikhx
uwakha	uwakhat	uaslha	ueakha
epyeluusa	epyelzusa	epuelkusx	epyrlumsa
khumwokyesa	khumwdkyesa	khumwokjesa	kmumwokyesa
awola	awolaa	swola	zwola
imbareerere	imbareereue	imbarefretw	imvsreedeee
bibyaamo	bibyasmo	gibyaqmo	vibyaajp
balibekakho	balibekarho	nalibekxkhi	baiibelakho
khubakho	khueakho	khjbzkho	khnbakuo
bareebile	brreebile	nadeebilf	barerbilw
yikyele	yvkyele	yukydie	yukywle
wareeeba	warneeba	qarsseba	dareeehz
baaŋoonaŋoona	buaŋoonaŋoona	baaŋoonaŋojnx	bzaŋkonqŋoonx
shifwani	shifwanij	shifvanl	ahifwaji
mbaronela	mbayonela	nbzronelx	mbaribelw
ekhoyele	eqhoyele	ektojeld	skhoysoe
n'umanye	k'umanye	m'ujahye	h'umahye
sibalikhwa	sibalikmwa	sibalukusa	ziballkhww
wafwotsoolile	wafwoisoolile	fafwotsolmile	wafwofsoklilr
babaraambila	vabaraambila	bsnaraamblpa	babarqambipw
kilomita	kilomito	kulokiga	nipomita
basube	basubej	bzsugs	bawobe
tsisakya	tsisvkya	tsoqakta	tskxakya
bunyala	bunybla	bunywla	bunyqls
uwakhangu	uwakhanvu	hwakhxnru	uwaohanfu
bakhalafu	bakhaeafu	naihalafu	bskhaoavu
wasiimile	wasiimilj	wsdiimild	wasiukile
umusaayi	umisaayi	ukussayl	umusaaui
lilyabawo	lilyabawoi	lolyabawo	pilyabazo
inonekha	inonekhae	nnogekha	igonekha
welima	welixa	wemoms	weoims
byaŋoonebwa	byaŋoooebwa	byaŋopnebdq	byaŋoonebww
ubusanisa	ubusavisa	ubusanusa	ubusanisa
baboyile	vaboyile	bxbpyjle	gaboyolr
wakhunyoolela	wakhunyoylela	wqkhhgyooiela	qakmjngoolela
lulwakha	lulwavha	lulwakyq	ljmwskha
bitweela	bitbeela	fitwdepa	bktweflw
khutubakho	khutubikho	lhutubxkhl	khugunakho
s'aba	s'aga	s'abe	s'qha
babirisa	babijisa	bavirjxa	babiejsa
khukangulula	khukalgulula	mhukangyljla	khukqnfululc
kwawamba	kwiwamba	uqawamna	kwasamma
baweelakho	bawvelakho	baweeiakho	bawerlzkuo
bitsilililwa	bitsilflilwa	vitsikililsq	hitsulililwa
khuŋalilamo	khuŋalibamo	knuŋelilamo	khkŋalilako
khuukiboole	khuukiboolx	kguukiboole	khtikiboolr
babiwanayo	uabiwanayo	bzniwanayo	nabiwqnago
bebisa	bebiss	bebjes	bebudx
afwana	aiwana	qfqaba	dfaana
khuboolela	khuboolelo	khubkpleia	kyjboolrla
bakhalila	bakhalita	bwkgaiila	bqkhalila
khakhaba	khakcaba	khaouaba	kbakyabq
njiinji	njiinqi	njuonjo	njuinju
khwolile	khwqlile	khwoiipe	khwklklf
akira	akirax	auita	auida
wakyesa	wakyksa	dakydca	sakgesw
ufukiilile	ufukiilsle	ufyjiilioe	yfukiioike
imboone	imboonv	imfpons	ijboobd
lundi	lundii	iundl	kunxj
kakatsowa	kakgtsowa	kaiatsowz	kalatsowz
mwanyoowa	mwanyoowak	msanykoea	jwanyoora
khuwulilisa	lhuwulilisa	khhwulioisw	khowklilisa
unakhusoolanisa	unakhusoojanisa	ubakhuqolixnisa	ybakhyaoolanksa
khukhwokesanila	khukhwokejanila	nhukhwojesanula	kbykbwokesanjoa
bifura	bifuoa	bofyga	fifmra
inyuma	inyura	uhguma	inynmx
n'umbekho	n'umbecho	n'imvekto	n'umbwkto
khumwongakho	khumwongaklo	khukwomgaoho	khymaonvakyo
khaburaawa	khabuoaawa	mhxburaasa	khafiraawa
lino	lnno	limk	linl
khuunywa	uhuunywa	kguuhjwa	khkjhywa
buloma	buyoma	viloha	vulome
n'uwambile	n'uwymbile	n'kwambiow	n'usajvile
wabuusanisa	wabuukanisa	wabkucanisa	wsgiusanisa
sisharonebwa	sisharinebwa	qishwrpgebwa	xishaglhebwa
khubaboolelakho	khubabollelakho	khubabkoleiwkho	nhubagoolelaimo
ya	yap	ya	ya
butaru	dutaru	bujari	bkfari
bashisiimile	bashisiimiye	fashisiimild	badhispimild
lyafumisibwa	lyafumisibva	lyafhjislbwx	lyafumjskhwa
mwiile	mwhile	hdiipe	mwyile
basubusi	basdbusi	hssubusj	bqsubuci
khufuniaka	thufuniaka	lhufuniakw	nhufyniakw
khwenjila	khwsnjila	oheenjila	uhwejjilq
indimubuula	indimubuuxa	ondimubuumx	ugdimugiula
nandikoombile	nandikoomoile	hwnwikoombkle	bahdikkombile
bibikhola	bobikhola	hufikhola	blfikhola
khukhuŋoonaŋoonela	rhukhuŋoonaŋoonela	khukguŋoonaŋklndpa	khukjuŋpknaŋkobepa
kumupyeluuse	kumvpyeluuse	kknipyeluusd	kimupkeouuse
byaama	byaamap	byawna	htaaja
indiitsa	indzitsa	inwjiysa	inrkitsa
tsitsoola	tsitsooba	hsitwokla	tsitqlkla
indihaaya	indihlaya	invihaaga	indjnwaya
shiboofu	shiooofu	qbibooeu	xhihkofu
bibiiyeeta	bibinyeeta	bibujyeetw	bibjiyeeta
babekaana	babekaala	vabwkqana	bzbekaaja
mukulise	mukulnse	hukukise	hukyliwe
asiima	apiima	zsmima	xsijms
bakhubone	bakhubones	baihibonr	bauhkbone
khaangu	khaamgu	khaqggi	kheangu
babayila	babayira	nagayila	bzvayioa
babaaba	babaabm	bahaxbz	habazbz
kaakana	kavkana	iaauans	kaakahq
khwakholiwile	khwakholiwile	khwakholiwloe	khwakjlliwjld
khutsiloma	khutsilosa	kbitsiloka	ktifsiloma
tsikhali	tsikgali	tsolhqli	tsjkhali
muliyindila	mulirindila	huljjindila	muliyunvuka
by'omweene	by'omweene	fu'omwerne	by'lmaeene
terutulo	terutflo	terutjlk	terutjli
babaatsya	babaatsyat	bagaxtzya	navaagsya
yoswa	yosha	tosaa	uoqwa
mururewo	yururewo	mneurewo	mufurewl
shilireera	shiliresra	shilidfwra	shilirewra
esau	esaa	esao	eeaj
khuliila	khuxiila	kmulikia	ihuoiilq
khubayeetakho	khubayeekakho	khuhayeetqlhp	khgbayedtakhk
belukhile	bemukhile	beluphilw	beliitile
akhulaanga	akhulaangn	akgylaagga	akhuleamga
kakaboolelwa	kakabooeelwa	oakabiopelws	kajaboklelwa
beŋuluŋuunya	beŋulnŋuunya	beŋuogŋuujya	veŋukuŋjunyq
urusemo	urusepo	uruseko	udisemo
ishipwe	ushipwe	ishupae	lsuipwe
balibuya	bawibuya	bwpibuya	balibhyq
khutubaanila	khutuaaanila	khhgobaanila	khuyubaankla
sikhuloma	sikheloma	sukhupoja	siumuooma
wamurangilila	wamurangililc	wamuexngiiila	qamurangilila
byeenga	byemnga	fywehga	byeehns
khukwalaasibwa	khukwalaasibwan	khkkdalaasubwz	ktukwxkaasjbws
mwawulilakho	mwawulirakho	kwwwklilakgo	kdawjlilakjo
umukafwili	umukaffili	jmukatwiki	umikaewjli
washimanyilekho	wzshimanyilekho	aashimantilskhl	wsshimaggjlejho
yosefu	yoseju	yocefk	yocsfj
bubweetsila	bubxeetsila	bubsaetsila	bubwretskla
aleekele	aueekele	akeekels	aleekele
bamalayo	bamalayo	fxmamayo	bsmalayo
siwinaanayo	wiwinaanayo	skwinaanxyl	siwinxansuo
khuyila	khumila	khhuima	khugila
n'aliitsa	n'alsitsa	n'apiitea	n'amiitsx
mweetsa	mweetfa	mwwetsa	mdrftsa
barekeeresa	berekeeresa	barfkefgesa	bwtekerreza
mukhaana	mukhaaca	jumhaaba	nukhaans
lilikhupa	lilikmupa	lilikhuks	pilikhkpa
khulamukha	khulamukpa	lnulamykha	khulamuihs
biwamba	bikamba	niwxmga	niaamba
khuloma	khulsma	nhklomq	nyulomw
wamubimbulila	wamubimbulixa	wwmubibbulila	wahubimbuoilw
shibuumba	shibuumra	shibuumrx	shlbukmbq
shilo	soilo	stolo	shilo
wakatsukha	lakatsukha	wqkarsukhx	wakwtsykma
weefwe	webfwe	wefrwe	weefws
wamba	wambi	wamvw	wzjha
khutsekhelela	khutsekhelela	khuysekjelfoa	khhhsekheoela
khubalaayisibwa	khubalaayiribwa	khkbamaahisifsa	khubalsajixubsa
boola	booda	bloma	gools
abirira	abirioa	wbirits	afidita
khumulooselakho	khumulooselwkho	khumuokpselakul	khumuloosrpxgho
bakhutseete	bakhutceete	bxktutserte	gakhutsewne
amulaangila	fmulaangila	amulwangila	akulaabgila
tsaayitsula	tsaayitnula	rsazhitsula	tsaayitsupa
mwikhaliilikhane	mwikhaliilikhqne	melkusliilikhahe	jwikhalilklkhand
kukhali	kukhafi	nukball	kukmali
basakhulu	basakhulu	hasamhumu	baxakhulj
kiryo	kgryo	kjryk	miryk
khwareerera	qhwareerera	khwarseferz	khwadewrefa
wiyaanga	wiyaangaw	diyxajga	wjyaagga
mwafuuribwa	mwafugribwa	mdafuueifwa	mesfuutibea
niko	wiko	hjko	njkp
umwombakhi	umwombaghi	umqombqkni	umskjbakhi
babimulomakho	babimuldmakho	bwbihumomakhp	bqbimilimanho
khulyamo	khulyamp	khuljwno	khupyxmp
linaambo	linaamxo	linqzmho	lonxambo
boosha	boosha	bokzna	voosma
ilikho	ihikho	ulikyk	ilikio
iyikhoyesa	iyikhqyesa	iyikbpydsa	iylohoyssa
khwataambisibwa	khwataamuisibwa	khqatzamhisibwz	khwataamboeidwa
lazaaro	lazaaro	lasasro	lzaaafo
khukhwikiitsa	kzukhwikiitsa	khukhwikoifcz	knukhwikiltwa
baboolelela	bagoolelela	babolleoepa	vabiolrlela
khwomiise	khwamiise	khwogiose	bhwomiisd
n'isebele	n'isebeoe	n'ierbele	n'icebsme
mukhawombesebwa	mukhawombesebwf	mkkgawohbesebwa	jukharpmbesebww
kukhuyila	qukhuyila	kujbuyila	lukgiyila
baamutsukutsa	baamutsukptsa	bcamutzykutsa	bzamurdukutaa
liburukha	libuxukha	lihurukha	liburbkha
n'aloombe	n'aloobbe	n'aloomfw	n'allomve
imwiriisa	imwiriiua	kmwidiisx	imeifiiqa
umukiboole	umukiloole	umukiblike	ujunifoole
bewambe	bewambe	bewejbe	heaambe
ashikhole	ashikyole	qsmjkhole	ashjkgome
iliila	iliqla	ilikps	jliila
bekhoya	bnkhoya	bemhona	gekjoja
akobole	akobolm	skogole	akogole
khwamalile	khcamalile	khsamapioe	khaamzlile
muliwulila	muliwulilaw	muliwukyla	mullwullia
babawaabila	babawaabiln	bqbswaablla	vavawsabila
araamba	artamba	xrazjba	srqambw
bashiyaanga	bashoyaanga	nastuyaanga	gaqhitqanga
akhulakiile	akhulakiile	akhulaijilw	akuukakiime
khakhekyelile	khakhekyelilf	nhalhrkyelile	khakhelyeiilw
bari	barip	bcri	gqri
shisoombo	shiswombo	sjieoojbo	shislombo
uwasaambo	uwasaambol	uwqsazmbo	uwassambo
uwabawa	uwaoawa	uwcbawx	hwabawa
bamwekhamwekhe	bvmwekhamwekhe	bahwemhamwekfe	bamddlhamwekhd
baabalamo	bwabalamo	hwafalamo	bxanalako
namayo	nalayo	nxmsyk	nshago
liibi	piibi	liibi	miimi
babakulisa	babanulisa	babzkkllsa	babalulisa
amuwe	avuwe	akuws	xmuae
khambukha	khambukha	khahbikha	khsmfulha
asa	ara	awa	axs
bumiliwu	bumdliwu	bymjluwu	vumipiau
bakyeendela	baiyeendela	bxkjerndela	balyeendflx
silasi	sdlasi	silzsl	eulazi
ndulo	nduly	ndhio	jduko
ly'omwakaanisi	ly'oqwakaanisi	hy'kmwakaagisi	ly'ojaalaanisi
imbaloomba	imbaloombaj	imvzlkomba	imbaooomfa
mukharakikha	mukkarakikha	jukhxrakikha	hhkharauinha
khakaango	khakaasgo	khskaabgk	jhakaaggo
nikiitsakho	nikiitfakho	hikiktxakho	nijiitdaiho
shibataambakho	shibataambakho	syibatzambajho	sgigatwambanto
bereeba	beeeeba	ferfega	bfreebz
kwiire	kviire	keiire	kqijre
khukoraanisa	khukoraahisa	khukogsxnisa	ihykoeaanlsa
shishase	shishhse	sgosyase	xhishsse
ashambaasa	ashmmbaasa	qsmambaasx	azhambaaea
uwuntsikaanila	jwuntsikaanila	ueuntwikaanilq	uwuntskkaanioc
bakusa	bakusa	vskusa	balusa
ikhukhalilekho	ikhulhalilekho	ikgykhalolwkho	pkhhohalikekho
khubalibwa	khubvlibwa	jhutalibwa	jhubaoihwa
khukhwiimikha	khukhwiimikhv	khikhwilmllha	khjkhsiimjkma
wabiimbakho	wabiimbakhoa	wabiombakjo	wabiimbajmo
mwibuyila	mwibuyilay	kwigugila	mdlbhyila
lw'omwoyo	lw'omwoyn	lw'omeojo	lw'omwigi
wakhwa	wakhwy	wakvww	qxkhwa
kayini	aayini	kajlnl	kaylnk
khukhuru	kzukhuru	khhkhugu	khukhutu
mukabo	jukabo	muiwbo	mikabo
n'irura	m'irura	h'krura	n'jsura
byetsuulemo	byetmuulemo	byetsuyleni	bueteuhlemi
lyarakikha	lyarakixha	luarakklha	iyarwkikma
waboolesa	waboolesk	wablileda	waboomeas
beebyo	beefyo	bfebjp	bregyi
wakhuwambile	wakhuwambilt	wakguaqmblle	qqkhuwakgile
alikobosa	alikobosax	alikpboqa	alikibowx
bahele	bahxle	gaheow	bateie
kamasanikho	kamasanskho	kamasajikhn	kamwsznlkuo
epafurodito	epalurodito	epafurodlto	soxfurodiyo
aliiba	aliibam	akilba	aloibq
tsimiliwu	tsimiliju	rsihiliau	tsimilowk
winjila	wdnjila	wlnnils	wonjima
bimweekhamweekha	bimwiekhamweekha	bumwfeohamqeekta	bimwrekmqmwewnha
khubakabananisa	kjubakabananisa	uhunamabanzmisa	khuhaksbanxnisa
inyaantsa	inyaaetsa	inysahtsa	intaxnhsa
imbo	imoo	imbm	imgp
biilo	bivlo	biloo	nijlp
khwabiramo	khcabiramo	khwagiraho	khwabmramo
ukhaamba	ukhazmba	ykhwakba	ijuaamba
bababuusanisiile	bababuupanisiile	fanzbuudanisikle	nwbabuusqnidijle
mwiliinde	mwilxinde	mdilminde	nwiliknve
khulw'omwana	khulw'omiana	khulw'okwzha	kbhlw'omwxnw
lyaama	lyiama	lyzxmz	lbaama
bakanikhekho	bakanikhevho	baksnimnemho	bxkanikhsnto
mwiitse	mwlitse	msiitxe	jqiigse
kukhalekho	kukhalekuo	kukhalekfo	kuohalekhk
bamubirisa	bampbirisa	bagubirisw	bamuhirisa
wibuyila	wibuyiua	wifuhkla	wibiuila
munganikha	munganikhaa	mungamiuhq	munhanikhw
ikhaaronebwa	ikhaarofebwa	ikhazronrvwx	ikhwaronsbwz
lyabayuukhile	lyabajuukhile	lyahzyhukhilw	lgwfayuukhile
kumuluungo	khmuluungo	lumuljunto	khmuliuhgo
uwakaanisakho	uwakaanisakho	uwakzajisajho	udakaahiswkho
inangilila	inangihila	ijajgolila	insngipipa
sikaama	sikaamah	ciuaxma	sikwaja
mwarumana	mwarumand	msqrumzna	mqarumaba
usimama	usinama	uslmzms	usinwha
asuubisa	bsuubisa	ashybksa	qcuubisa
kumulamu	kunulamu	kumhiamy	kumulzjy
indiiwa	indiywa	knxliwa	imviiwx
behaambile	behaambile	frhaqmbile	fegaamvile
nakhuloomba	nakhuloomva	nakhukookba	hakhyloomba
khwatitiikhana	yhwatitiikhana	khaatifiijhanq	kbwatitiikjahs
nesonesamo	nesonesamom	nssonraamo	gesonesxml
kukhale	kukhafe	junhaie	kuktals
bibikhashuukha	bibikhsshuukha	bjfkkhawhuukha	bibikhaahiukbw
baliweebwa	bpliweebwa	vapiweebwq	bzliweebws
byabirire	bygbirire	bhabirire	fyabirige
asikhile	asilhile	askkjlle	dsiktile
khukhwonakisila	khukhionakisila	nhukhalmakisila	jmukhwonaiisula
isibule	isibule	ksibjle	ksmbule
kakaraambila	uakaraambila	kemarsambila	laiaraahbila
lyeene	qyeene	lyernc	iyeeje
pilato	hilato	oikxto	lilado
n'akhakaanila	n'ahhakaanila	g'akhakawnipa	j'akhzkaanlpa
munywe	munywe	mknuse	kknywe
khubokesanisa	khubokesaniua	khucokeeqnisa	jhubikesahiza
khukhwisamo	khuktwisamo	khulhwieano	ihikuwisamo
umufukiilila	umpfukiilila	umufuuiilipa	ubkfhkiilila
ndikhurumana	ndikhurunana	ndjkhutumsnz	ndikturumwna
mwabisibwa	mwabisibwaj	mwabisivza	mwablsubaa
n'uwe	n'ube	g'uwe	j'uae
tsitsikhalimo	tsitsikhalimo	tsitsoihaliuo	bsigsikhalimo
bekyele	bekyede	bwkyfle	bwkyrke
diini	diiqi	xiino	duink
lu	zu	lu	ku
warura	warura	wadnra	eaeura
musakhulu	musakhuluc	musauuylu	jusauhulu
bakholatsaka	bakholxtsaka	vakhllatsaka	bqkhilatsaka
engaaki	enaaaki	engawmi	envaaij
amulamusa	amucamusa	ajulayusa	amulakuxa
