n'atugamba	n'atugambay	n'atugshga	n'atigamba
n'ayambukayo	n'ayambukayo	n'syqmbukayi	b'ayamgunayl
okukyuka	wkukyuka	okumykka	okkkyujz
tokyawanga	tokhawanga	ykkyxwanga	toktxwanga
mugolokoke	mkgolokoke	mubopikoke	muholojoks
anaawonanga	anaawopanga	xnaawonzngq	anaswohanga
lulinnya	lwlinnya	luliunha	lulinjya
mumukwate	mueukwate	muhukwstr	mukukwzfe
tetuli	tetali	tetuiy	heguli
n'akigwako	n'akigwakoj	n'akirwxko	k'akogwako
amayumba	amayuyba	amajumnx	amayujgw
okuketta	oksketta	okukshtq	okunettw
kyawukanamu	kyawukanadu	kyawukabqnu	kyaeukagqju
z'akungudde	u'akungudde	z'akknhuddf	z'akjngidde
n'alekera	ngalekera	h'slekeea	h'alejera
ow'omunda	ow'osunda	ow'kmuida	od'omundw
ng'ayanguyiriza	ng'adanguyiriza	gn'ahanguyirizs	ng'qyangkuirisa
n'okukolimirwa	n'okukolimirwu	j'okukolumigwx	n'pkjkolimirea
omutiini	omutiiniy	ojutluni	omuruinj
esala	esalad	esakw	essla
n'abawalabu	n'obawalabu	n'abswalaby	n'qbaealany
banaawuliranga	banaawulirangan	banaawulirzgja	hanaawumieanys
lw'omuddu	qw'omuddu	lq'onudfu	lw'imuddk
omuloosi	omuloysi	omullosy	omjlkodi
zirye	uirye	zyrye	zirus
okuteekateeka	okuteeeateeka	onuteekwgreka	okutdematerka
ag'ebyuma	ag'ebyumr	ag'dgyuka	ag'ebuuna
ekyasigalawo	ekyasigalnwo	ekyaeivwkawo	ekyzsigalaqo
eby'effeeza	eby'effeaza	evy'effeexq	rbg'edeeeza
w'abakeresi	w'abakerqsi	w'absoeresi	q'sbakrrezi
gwegulumiza	gwegulumira	gaegupuhiza	rwegujimiza
ng'asatu	ng'asati	gg'xsatu	ng'aaatu
giribeera	grribeera	yiribeeds	ririheerz
kyekyava	kyekyvva	hywkyava	kyekuxva
beesiganga	bpesiganga	bdesitabga	fweziganga
n'abayigirizwa	n'abyyigirizwa	n'anayugjrozwa	n'abayigirixea
alagula	alagyla	qlsrula	elagula
olumu	olumt	oiumy	liumu
alikyuka	alikyukp	alinyuka	soikyuka
alibeerera	glibeerera	alibdetrra	alibdererq
olwaddirira	olwaddibira	okwaxdirirx	olqaddirkha
n'amata	n'atata	m'amaya	n'amats
okumpaayo	okumpafyo	okumpxajl	okumpzatp
basirusiru	basirusirv	basirucuru	bqsidksiru
muluŋŋamye	msluŋŋamye	muljŋŋajye	nuluŋŋajye
okubakuuma	okubakouma	okfbakuuma	lkubwkukma
muwulize	muwulizen	mhfulize	muwuljzs
omunnyo	omupnyo	kmhnnyp	omunnyo
ampadde	ampadve	wmpadde	ampaere
tavumisanga	tavumisangr	tavjmisamha	tavukjsxnba
iwe	ibe	iww	iwf
masogolero	masogooero	hasocolero	mssogolsro
edda	eddc	srda	exda
n'ebweru	n'bbweru	b'ebweru	m'ebwsru
n'atabaganya	n'ajabaganya	n'wrabanahya	n'atabafamys
osiganga	osiganva	oslgsnga	ocigznna
baalizefoni	baalizffoni	baaiizegonl	baqiizffonk
waggyawo	waggyfwo	wzgghxwo	waggyzqi
yasula	rasula	jasula	hasyla
ogw'eŋŋaano	ogw'eŋŋvano	ovw'cŋŋaano	orq'eŋŋaano
baweerera	bawezrera	caweerega	baqeefeea
olusuuli	olusuuwi	oljsuuio	olusuuki
ky'omuti	kyvomuti	kh'onuti	ky'omyyk
alinenya	alinbnya	qoinejya	apunejya
anaagabanga	ansagabanga	anasgzganga	snaananangx
n'okunyiikira	n'okunyhikira	m'ikunyiikkrq	g'okunjiijira
olw'eŋŋaano	olw'esŋaano	olw'eŋŋasnp	olw'eŋŋaxmo
likola	lipola	miiola	lijola
basabira	bahabira	nqssbira	bassvirz
aggwaawo	aggwaawo	abgwxawo	sggwaaso
okukkuta	okukouta	okukjuva	oiukkuha
okuyingiramu	okuyingyramu	pkjyingidamu	oouhknriramu
kukookolima	kukookslima	kukllkoljma	nukookplika
bibi	bigi	bihk	nivi
n'afumba	n'mfumba	m'sfkmba	n'afumbs
akyayogera	bkyayogera	qkyayohera	xkyayogera
ebibiina	ebibiiaa	ebubions	sbibiinx
n'ayitaba	n'ayitara	g'ayitzbq	n'ayifafa
aweereza	qweereza	aweerrzz	zwerrrza
ng'akankana	ng'akankdna	gg'akankzja	jg'wkannana
appayimu	appaymmu	akpwyimh	alpahiju
n'abiwandiika	n'abilandiika	n'abiwandkiia	n'abiwanfmika
bawankaaki	bawbnkaaki	bawqnkazmi	baqanksaki
musonyiwenga	musonyiwengab	miqojyieenga	nusonyiwrnga
nfumita	nfumital	ngumiyx	nfumira
n'ebigirimu	naebigirimu	n'rbigigomu	b'dbigkrimu
ngimu	ngimi	mgjmu	nnimu
kutu	kutuy	iutu	khtj
gw'abalangira	gw'abalangira	gc'abalqngkra	tw'wbslxngira
baamalira	baamadira	vaqmslira	basmapira
mubenga	muzenga	hibengz	mubfjga
omwanasosi	omsanasosi	onaanasosl	omwanasoai
okweyama	okweyamag	okweyemz	okddywma
obatukuze	obatukuzeg	ogaeukuze	ibatukuzr
twonoonye	twonoonke	twinoonjw	taonoonhe
yanguwako	yanguwzko	tangiwaki	yanvuqako
gyokeddwa	gyokeddga	gyokeddww	gupkeddaa
olw'olusozi	olw'flusozi	olw'piusoai	oiw'oiusozo
mwesigenga	mwesigezga	msesunenga	mxeskgenga
ndimujjira	ndimujjxra	gdihujjura	neimujjlra
tagenda	tagenwa	txbfnda	tagendx
okuvuga	okcvuga	okubyga	pkuvuga
yatulagira	yatulagirc	yarumagkra	jatklzgira
baatuulanga	baatuuoanga	baatuulabga	baqruilangq
g'omwoyo	g'omwoyog	g'lmqogo	g'pmwlto
okusaasaana	okusaasaaja	pkusawsqana	okusawszznw
mwambala	mwambalv	msambqla	mdambala
bugumu	bugcmu	gufumh	fuguiu
kawumpuli	kawumpkli	kzwumoulo	oadumphli
basanyukira	basanyuqira	basxnhhkira	bqsamtuuira
okuzireeta	okuzirewta	okuzjrsetq	okyzureetx
babeera	dabeera	bwgfera	babedrs
sesaki	sesakib	sesaji	swdski
atambula	atlmbula	ayambuua	atajbklw
alina	dlina	aiinx	aluna
ogolokoka	rgolokoka	ogolpjika	ohokokokz
eyasuubizibwa	eyasuuiizibwa	egaeuubidibwa	ryaxhubisibwa
gyagala	gyagaha	ggqgalq	gyqywla
bw'eneekomanga	bw'qneekomanga	bw'sneenomxngx	nw'eneekkmqngw
ezeetoolodde	ezeewoolodde	ezfegoiloddd	exewyooloddr
basinzanga	bakinzanga	baqinxangq	bzsinxanga
ajja	ajjj	qjia	ajnx
empologoma	empologomo	dmpplogoma	emkologima
kinaamala	kinaamqla	konaxmaka	kynaamaka
yabateeka	yabatbeka	yxbwterka	tzbateeia
omuruumi	omuruumin	imufuuni	omuruuji
avumanga	avumnnga	agjhanga	qvumaggw
zaabwe	zaable	aaavwe	zszvwe
ng'agoba	ng'dgoba	fg'aglba	gg'aglba
n'okulindiriranga	n'okulindiriranqa	n'omkiindiriranga	n'okulindiwirsjgz
yeebikkulira	yeebikkulirac	yfebjklulida	yeebikkylira
abakkiriza	abakkijiza	abalnoriza	abakjidiza
ogutunuulira	ogutunuulirad	ogufinuklirs	ogurinhupira
amakyamu	amakyayu	smqkyahu	akxkyamh
yakka	yaska	hakua	gqkka
babalidde	bajalidde	babalixqe	bavaliddd
mayiba	mayida	jsyibw	majibq
ng'oyigiriza	ng'oyigirizu	bg'pyigirksa	ng'oyiyirixq
yamutwala	wamutwala	yamutqapq	yamutwxla
ng'eneebaako	ng'ebeebaako	hh'enwegaako	ng'ensebaquo
ennyuniba	knnyuniba	dnnyyjiba	ebnyunina
yaladi	yalmdi	gwlsdi	haladk
n'asanga	n'asangm	n'asqntq	n'adanha
alizikirizibwa	alizikiriziuwa	alisikirizibqa	xlixokurizibsa
mikumesasi	mikumeuasi	jokumesasu	kukumesasi
n'amusaasira	n'amusaakira	n'anuszaslda	h'wmuaassira
nnamala	nnamalan	nnxmala	nbamalq
tumubuulira	tumubuwlira	tumuguukirw	humuvuulire
ayogera	afogera	ahivera	wyogsrq
muyigiriza	muyigirizg	mutinoriza	miyigirisa
akoza	akozam	qkpza	aloza
obusagwa	nbusagwa	obuzagwa	kbhssgwa
talireekaana	talireekdana	gamoteekaana	talireruawma
toyogera	toyogerag	tpyoyerx	tojlgera
bamuduulira	bamuduulira	bahhduullra	bamudyulmrw
ebyokulya	ebyokplya	ebhokjoya	ebhlkulja
ng'ekiragiro	ng'xkiragiro	ng'ekirqgorp	ng'eiirwblro
munaakyamiranga	munaakyamirangan	muhazkyakkranta	munaangamiranca
gw'ekiweebwayo	gw'ekiweebsayo	ge'ekuwwebqayo	gw'dkiweshwsyo
bwayogera	bwayogeran	bwsjogwra	bwayigdra
galali	galami	galxkl	gqmalj
creme	crete	crsmf	vrdme
ey'abaana	ey'abaane	ey'xbaxnw	ey'abaqnz
kutegerangako	kutegeralgako	kufegwranhako	kitegetangako
ndirekesaawo	nhirekesaawo	ndiremesaawk	ndorekwsaswo
n'aweebwa	m'aweebwa	g'aweevwa	n'awewbwz
n'essuubi	n'esruubi	m'fxsuubi	n'ezxuufi
bisiba	bisibau	fksifa	biaiha
ezaateekebwawo	ezaateekebwafo	exaatwemebwaao	ezaafdrkebdado
w'omukazi	g'omukazi	e'omykasi	w'imukzzi
naayasama	naayasafa	baxyaszma	nsayssama
ng'ajjira	ng'anjira	gg'xjjira	mg'ajjora
n'otobaleka	p'otobaleka	h'otobalekq	n'ltobameka
n'alwala	n'alwalt	h'alwala	n'xlwams
egy'eddembe	egykeddembe	egy'eddfkbe	efy'edeemge
namunnungu	namunnungj	nsmunnujgu	nahynnhngu
ekyabulako	ekyabulakok	ekgabulwki	ekyxbuoako
anaagiwangayo	anaagiwanqayo	anaabmwahgayo	amaagiaangzgo
alugobu	alugmbu	alurovi	wlkgobu
etta	etth	ehya	ttta
aseri	aserih	aderu	adfri
kuwalana	kuwalyna	khewlana	kuwslana
mufuluma	mufulyma	mufupujq	mufimumz
keresi	kerdsi	oeresi	keresj
oyagala	iyagala	lyagalx	oywgaps
wandagira	wawdagira	wxmdagura	wahdagida
apolo	ppolo	apoho	apoij
ddaani	ddaanj	dcaabi	cdsani
n'ayitamu	n'oyitamu	j'atitsmu	n'ayiramk
nduulu	ndmulu	ndkuln	ndyulj
obwali	obwali	lfwaoi	ogwapk
namaanyi	damaanyi	hanaanyi	nzmaznyu
n’emirembe	n’emirembd	g’emirehbe	n’emiremba
banaabuuzanga	banaatuuzanga	bahaabuuzzngw	vanaabuuzwngq
osikire	oaikire	lsilirs	lsiikre
olw'ekiwundu	olw'ekiwundu	olw'eiiwuneu	old'enuwundy
bavunaana	btvunaana	gabjnaana	bavunssja
ebigwanira	efigwanira	ehigwabirx	ebitesnira
bakoteka	bakfteka	baipgeka	baklteow
makkeda	makkedz	makjedd	malkeda
bwatuuka	bwxtuuka	bwqguuua	bwqtuiks
banaalabikanga	banaalabixanga	fqnaaiqbikanga	banaalabijxbna
amaaliire	kmaaliire	amawllirw	xmaalikge
balabe	bxlabe	bwiabe	bqnabe
babalabikira	babvlabikira	bahzlabikita	bavamabimirw
w'ebibonoobono	q'ebibonoobono	w'efibomoovkno	w'efibmnoobpnk
ddubu	ddupu	dsubi	cejbu
n'oku	r'oku	n'lky	n'iku
ekikukozezza	ekikukozezzax	ejkkikozezzz	ekikunjzezzq
bimugoberera	bimugobereraj	bkmkvoberefa	bimjtobfrera
twasanga	awasanga	taaxajga	raasangx
olw'abiri	olw'abirg	oiw'sbiri	ols'abiei
ey'omwenda	ey'omwwnda	ei'omwendq	ry'imwenda
akoze	akoee	alkze	akozd
nkuufiira	nkuuciira	nluufuirq	nnhufiirw
z'enju	z'enjur	z'enjt	z'enju
masengere	masengpre	mzsenhdre	maeengwre
ezitaliimu	ezivaliimu	daitaliiju	ezitxlijmi
ag'amataba	ag'amatabam	ag'zkataba	ag'amafaba
okubasindika	okubasindike	okufawkndikw	okubaskmdikw
ndibayimusiza	ndibayimusiza	ndifauimusiza	ndmbzyijusiza
nsinze	nsinie	mslnzw	najnzf
tossa	nossa	roswa	jkssa
omwaluki	omwalukk	lmwxluni	okwaojki
egy'e	egx'e	egy'd	dgy's
tuzimba	tuzemba	tjzimhq	tuaikfa
bibanga	bibahga	fibagva	bibqnva
mmugabudde	mmugabuddn	ngugabudde	mmygabkdfe
zimba	yimba	zimgq	zihha
olw'okutegeeza	olw'okutebeeza	ole'ouuteveeza	olw'okuttgeeza
eyatuggya	egatuggya	fyathggua	eyatoggua
akimereki	akimeveki	akihrreku	zkomereji
asuubirwa	dsuubirwa	swuybirwa	azyuvirwa
alyejjusa	alyejausa	qlyejjuzq	amuejjisa
ekudi	ekudi	eiuxi	ekufj
abasaba	ybasaba	absxana	ahadxba
kitaabwe	nitaabwe	kiraahde	mitaafwf
n'oluwandaggirize	n'oluwandaggirizl	n'ilisandaggiruxe	n'pjusqndaggieize
w'omugga	w'omngga	w'onuvga	w'ohigga
onkuume	oneuume	ogkyums	ogouuje
olw'eriiso	olw'xriiso	olw'erijci	olw'eviiso
babaweereza	bbbaweereza	babaeeerezd	fabaqeereza
mateeka	matmeka	nsteeks	matweoa
ettutumu	ettutpmu	etgutukj	etfktunu
njogere	ncogere	gjogcre	hyogeee
n'ekifo	nsekifo	g'ejiro	n'emivo
lugenda	lwgenda	lugeuda	iugznda
abatambuze	abktambuze	abqyambuzw	abarambuze
gw'emikono	gl'emikono	gs'emibono	gw'rmimono
y'okutu	d'okutu	y'oluyu	y'ouuth
n'okubonaabona	n'okubonaabuna	m'okubpnasbonq	n'okubonsafpmx
eky'obubaane	ekyjobubaane	eoy'obugaane	ekt'obubwanf
enkadde	enkaddk	ehkwdwe	enkwfse
n'enjeru	nxenjeru	m'rnjeru	n'dbjeri
okw'olubereberye	okw'oeubereberye	okw'ilybetebsrye	ikw'ilubereberyr
ekiwonvu	ekiwonvd	eoiwonvl	ekleomvu
n’abagamba	i’abagamba	j’abxgqmba	n’abaganba
wategeeza	wapegeeza	wahegfesa	wayegreaa
baliwonyezebwa	maliwonyezebwa	galiwlbyezebqa	bqliwonyezebwa
okumusiima	okumusiimf	oikmusiija	pkhmueiima
alwa	avwa	wlsa	aowa
n'ekkondeere	n'ekkonderre	n'tkkkndeere	b'eikonceerr
olw'okulabirako	olw'okulabirake	olw'lkjlabirqio	plw'ouulabirajl
gy'abasajja	gy'abasrjja	gu'wbwsajja	ry'abaesjka
tmyo	tmyoc	tmtl	thyi
baddukana	baddukvna	badfuoaja	badejkzna
aligolola	bligolola	alifppola	alogolila
yeeteeseteese	yeeteesfteese	yeeteesetsece	teetweseteeze
nnyimusizza	nnyimusiyza	nnyikkskzza	nnyinusisxa
ssaalemi	ssaalemi	qsaqleni	ssawiemi
zaabu	kaabu	zaany	zsabk
alibagamba	aligagamba	aljbqgamga	alifagamba
okw'okwagala	okw'dkwagala	okw'okwxgxiq	okw'okwxgxma
talisinga	yalisinga	tamisonra	talisinga
omugitti	omugittie	ojugihti	omugihri
ndikulaga	ndikslaga	bdikulaga	ndluulwga
bitanga	bitangap	bihabya	bitqnfa
kaawa	raawa	kadwa	kaxxa
efulooni	efulaoni	sguloohi	efulkpno
emigwa	omigwa	smiyws	eminew
ennywanto	ennywvnto	eghuwanto	ennywanfo
w'engoye	w'angoye	w'ennoye	w'emtoyw
asala	asalac	adala	sszla
bukadde	bukazde	bumadde	bukadrw
n'okutuwa	n'ukutuwa	n'lkutuwc	n'okhtuws
muzaana	muaaana	kuzaaia	mudaanw
n'eyo	n'eyoi	n'sto	h'euo
eky'obukaali	eky'obukakli	cky'obukaalk	ekg'obiiqali
bajjajjaaffe	bajjacjaaffe	bayjakjaafft	gajjajjaafge
abatatambula	abatataebula	abatataubika	afwtafambkla
sabbuuni	wabbuuni	ssvbuuni	sabfkyni
abajjukira	abajjufira	qvajjukkra	abxhhukira
yonadaabu	yonaqaabu	uinawaabu	ypnafaqbu
balaluka	balalukam	balalujc	valaluia
buyinza	buyinea	bhtknza	buyjnaw
toteganya	totegdnya	tpgeganja	togegatya
besumaaka	begumaaka	beaumwzka	heskmaqka
n'okulamusibwa	n'okulamusibwap	n'lkulxmusibes	g'lmulanusibwa
okulowoozanga	okulowoobanga	ijulowoozanta	okuliwpozajva
muweereza	luweereza	muwseresq	nywerreza
kumussa	kumjssa	kumysss	nimuswa
twabanga	mwabanga	fwxbwnga	twcbagga
n'ampa	ntampa	n'qhoa	b'amka
lubiri	lubgri	liviri	lybkri
okupima	okupiqa	kkklima	lkumima
gwange	lwange	gqzngd	feange
olulituuka	glulituuka	okulituuka	olulituuma
bibaddewo	bibzddewo	hibadeeeo	bibsdsewo
kiwenda	kiwpnda	kiafnxa	kisendw
omusowole	opusowole	omuslwoos	omudowope
gw'erinnya	gwnerinnya	gc'erlnnya	gw'weinnyx
yeebazibwe	yeebazibwl	yeehxsibwe	yeebazihes
alyazaamaanya	alyazaamvanya	albazaamaqnta	ajyazaxmaamya
musanyukire	musanyukireo	jueanyykire	mysabyuuire
azimbira	azimbira	azijbidw	aaimbkra
yagolola	yayolola	yxtomola	yagoilla
n'embizzi	n'embitzi	n'ejgizzk	m'embizzk
omulasi	omulasp	pmuoaei	ukulasi
abaaketta	abaakettax	zbaakettw	qhaaketta
yatuulanga	yatuulanda	yatunlanga	yatnulanta
mbuzi	mbgzi	nbjzi	mguxi
kirevu	sirevu	jieedu	kjrgvu
n'abaweesi	n'abaweeso	n'abswewsi	n'abarefsi
okwewalanga	okwewalanga	kneewalanga	okwbwalabya
siraba	sirabae	xirsba	sieabq
besukakkeremu	besukakkhremu	brxukakkegemh	becukajkedemu
bw'akkiriza	bw'akkirdza	bw'akniriza	bq'akkidizx
ogw'omuwendo	lgw'omuwendo	ogw'okuwebdo	ogw'lmuwendo
bwago	uwago	bwqno	bwavk
omugngu	omugngup	omugngu	omhgnnj
inga	ingt	inbz	inga
zebbiya	zebbiyw	zembiga	zrbfija
mereki	hereki	kerski	mereuu
kaliba	kalibae	kxmiga	kwlihw
keeni	ketni	keenk	kedjk
muwowoggane	luwowoggane	muaowoggabd	muwowkfgams
baamuddirira	baaquddirira	baakuwdidida	baamuddieirx
b'omu	b'omf	b'omh	f'omk
n'omubereberye	n'xmubereberye	g'kmubereberye	n'omigareberye
kiwalaata	kiwalavta	uiwalzzta	kiwaozata
tayambalanga	tayambalfnga	tsyambslqhga	txyamnwlagga
bakizimbako	uakizimbako	nanizihbako	bakizikbwko
ab'ekkubo	abkekkubo	zb'eokuho	ab'enuubo
kyabwe	kyabpe	kyxvse	kjwbwe
mukebere	mukebeee	mykebetr	mukenede
omumisiri	omumisiwi	ojkmisiro	omujisidi
n'empya	n'xmpya	y'emlya	n'emljz
ng'ennyumba	nm'ennyumba	ng'ennyumha	nn'rnhjumba
giddirira	gihdirira	yuddirirz	gjddirlta
n'abayingiza	r'abayingiza	n'abzyjjgiza	m'abaykhgiza
ensalo	ensilo	rnsalk	rvsalo
n'emmere	o'emmere	n'emnegw	n'ejjwre
akweka	akwekaw	wlwwka	sjweka
egitali	egiqali	sgitzmi	evitski
abaakola	abaakooa	zbzakoia	dbawkola
mayinja	mayioja	mayinkz	mayibns
eyakaaba	xyakaaba	eyakazra	eyakzaha
eyeeyawula	eyeezawula	egeryawuoa	eyesuawulq
bw'alumwa	bw'alumwv	bw'cpumwa	ba'alumwa
abamoli	abasoli	ananolu	agqmomi
abaggazi	abaggazi	qfaggazi	abaggssi
kiruyi	kipuyi	kiryti	miruyi
bafuula	bafuuza	nafuhla	nxfuuoa
nsalirwa	nsrlirwa	nsqlorwa	nsamitwa
yayogereranga	yayonereranga	yayibererannx	yayoyederangc
baamalayo	baamulayo	baamxpqyo	bxajqlayo
mpita	gpita	jlita	mpiha
teweegomba	teweegombs	tewedyomba	tfwsegonba
olangire	olacgire	klabgirr	okanfirw
lefayimu	lefayimuj	owfxyimu	oedayiku
bateresebwa	bateresebwak	barrreeebwa	bqtereqsbwa
endwadde	endwadde	ehswawde	ehdwadde
nsonyiwa	nsonyiwc	naomyiwa	nslnyiaa
ogw'obwakabaka	oiw'obwakabaka	ogw'ibaakafakx	kgw'obqaksgqka
bw'onooba	bw'obooba	hw'onooga	gd'onooba
n'eby'amazima	n'eby'amjzima	n'egy'amszoma	m'ebh'amazinq
totya	tptya	hotha	houya
tozibikkulangako	bozibikkulangako	toxibiikumahtako	gozibiukulabgakj
matani	mateni	jahwni	hatzni
okutwalibwa	wkutwalibwa	onutwalkbwa	okufwaoibwe
zaasala	zaasaka	zsasalz	saasals
ky'ekikolo	ky'ekikoko	ky'ekijopi	ky'euikoll
sonyiwa	sonoiwa	smnyiww	sphjiwa
tonkisa	tonkisa	tihkisq	tpnkiss
naanyi	nkanyi	jaagyj	naakyi
mmalawo	pmalawo	mmakwwo	mmalqwo
kenadadi	kenadadiz	kdnafzdi	krnadaei
by'awaayo	by'aqaayo	gy'aaaayi	gy'adaayp
gw'ekitabo	gw'ewitabo	rw'dkitsbo	gw'ekirabo
mikira	mikirh	hijirx	mikifa
nnabaggya	rnabaggya	nnsfaggyx	nnababgyq
sembera	seybera	ssmberq	sekhrra
obw'obulimba	obw'ozulimba	obw'obuliiba	lbw'obylihba
asendasenda	asendfsenda	wsendassnea	asebdwsenca
okumuliraana	okumuliraanaj	kkumuklrazna	kiumulirsana
mbalokola	mbalokxla	mgaloioma	jbalokokw
ekitikkira	ekitikkirad	ekihikkira	dklrikkira
n'olumu	n'hlumu	g'olhju	n'imymu
olwasibibwa	llwasibibwa	opwasibobws	okwasnbibea
okukyusa	okukyasa	oluiyuda	okuktuaa
buleeta	buleetav	bipesta	buleegx
onoomanyanga	onoomanyangp	onloyanyangz	onoomxbyanra
kolanga	kolangy	jolqnva	kolanua
omusu	omusj	okuwu	omusj
oligamba	cligamba	ooibqmba	okigambw
zituula	zituular	zitjula	zogujla
eby'okulongoosa	vby'okulongoosa	ebj'okjlonboofa	eny'lkulknnolsa
n'akuuma	n'aruuma	n'aiuimq	n'amukma
z'eweema	z'eweemav	z'ewsrja	c'eaeema
bw'ayogeranga	bw'ayogeoanga	hw'arpgeranga	bw'ayogeranga
weefuula	wesfuula	afeduula	weebujla
ndokoka	ndokokae	ndooolq	nvomokx
ndigenda	ndigejda	gdigenda	ndigenfa
tonnenya	tonnfnya	tonnejjq	tojnrnja
ng'egwa	nr'egwa	gg'evwa	ng'egqz
okugendamu	okugendgmu	okuvdhdamu	pkigwndamu
n'omutiro	n'omutiro	m'onutirk	b'omutieo
abatuulamu	abazuulamu	abatuklzmu	abatuuianu
abatambulira	abatambuliha	abqtambumlda	agwtahbuiira
ndibaliisa	ndebaliisa	nekbaliiaa	ndibwluosa
n'ateeka	n'adeeka	m'ateekz	n'afeeka
abaatambula	abaatvmbula	xbaatxmbuma	abqatanbums
olwali	olwgli	oowwpi	oleaok
muwonyenga	muwonyerga	muwjgyenga	juwonjenga
olw'olunaku	olw'olunakt	ikw'olujaku	olw'ilhnqky
g'emitugunda	g'emitugundaq	g'ejitygunxw	r'fmitugunda
obusajja	obusijja	ovuswjma	lgudajja
awafunda	awvfunda	awqfknwa	xwafujda
batabagana	latabagana	bstafagsna	batabsfana
tawulira	tadulira	tawjlkra	hzaulira
batuuse	batuusv	vatuuwe	batuuee
bayinza	bayinzaj	bauinzs	bajojza
w'amabega	w'emabega	a'amaveta	w'amzgefa
nnafuukira	nnafuugira	niafuuiira	nhafuykira
bituukiridde	bituukirqdde	boguuuiriddd	biruukididce
ng'obuwanvu	ng'objwanvu	nn'pbuwanvk	ng'ofusanvu
ogunene	ogundne	ogkndnr	ovuneje
enkuufiira	enkuuftira	fnkuufiofa	dnkuufioga
eky'abalabe	eky'abacabe	eky'anamwbe	ekg'abalsbf
batayinza	batayinsa	batayitzx	barayijza
abenzi	abenziz	abwgzu	aheyzi
y'omwozi	y'omwgzi	y'omwizu	y'lmwosi
eŋŋamira	edŋamira	eŋŋanitw	eŋŋamiea
n'agisiiga	n'agqsiiga	n'agjsuiga	n'agieiuga
teyava	teyaka	tdhqva	tehqva
agakusinga	agakusinna	agakusimvx	agskicinga
bampeereze	bampeerpze	vakleereze	bajlesreze
sirikola	sirikoga	sirukopa	zjrikopa
yalusi	yapusi	yamhsu	hakusi
mwateresebwa	mwateresdbwa	kwatefessbwx	mwarsrfsebwa
mwesibye	jwesibye	mdwsibje	mweqjbyw
ebiweereza	ebiweemeza	ebiwseress	ebkseereza
bangolokokeddeko	bangoloaokeddeko	bangplolkkeddejp	bangklkkikeddsno
balyoka	balyokag	bxlykkw	nalyokd
kyange	kzange	mjange	iyangw
obwasooka	omwasooka	onwazokka	obwxeoona
ng'omukka	ng'omukkar	nf'omikka	nn'omikka
nayagala	bayagala	nxyagalw	nauxgama
tumugamba	tukugamba	tumhvambx	tumugwnna
baatunda	baatufda	hastunwa	bswtjnda
eby'okulwanyisa	eby'okulwanyisae	eby'okulwwjuiqa	eby'okulwqbhisa
tetuukutte	getuukutte	tftuuluttr	hetuukuthf
ebya	ebyav	enha	wbta
tema	kema	hemx	gema
fuula	fuulk	fyuka	fyhka
yamulyamu	yamullamu	yahulyahy	yajuiyamy
abayinga	abaeinga	anagingw	abauinga
avudde	avuddg	abhdds	avuede
akkirize	aqkirize	akjprize	akolrkze
ebigulumivu	gbigulumivu	fbjbulumivu	sbinuluuivu
egyakyama	evyakyama	cgyakywma	egmakyamx
ezitakaze	ezipakaze	saktakaze	szitakaze
matuledi	matulesi	mayulecl	mstunedi
basuze	basuye	gasiae	baauzd
bw'ekisenge	bw'ekisengeb	ba'wkisengf	bw'ekisshge
mbaweereza	vbaweereza	mbawewreea	mbaweedwxa
mmeeme	mmueme	mmesle	mmefme
lukunyu	llkunyu	oyuunyu	luiynyu
wokka	wokaa	wolks	qlkkw
n'awayingirirwa	n'awayibgirirwa	b'wwayingkriewa	b'wwayungirifwa
eyayitibwa	eyazitibwa	eyayitonwq	eyayitifwa
omukenizi	omqkenizi	omukemiqi	okukfnizi
talyanga	txlyanga	tamusnga	twlyabgw
kubatuukeko	kubatuukzko	kubatuhkeko	kubwthuoeko
tebaawuliranga	tebaawulircnga	trbqzwkliranga	tehazwulutsnga
n'omusulo	n'omfsulo	h'omjsumo	n'phusuli
akebera	akebena	xkebeeq	qkeneta
n'emmizi	n'emmzzi	b'enmiai	j'smmizi
obweru	pbweru	lbadru	pvwegu
baagaana	baagqana	fqagaama	naahzana
olubugumu	olubugsmu	olunugumu	okubkrumu
n'ebyoto	o'ebyoto	n'sbyogl	n'evyigo
zziga	zziha	sziva	zxinx
n'ababalira	n'ababtlira	g'ababalitz	n'zbabqlirz
twenyumirizenga	tdenyumirizenga	tqejyhmlriaenga	hwentumorizenga
bwenkulumu	bcenkulumu	bwehkulumu	bwemkulknu
ng'oyogera	ng'iyogera	ng'iyogera	ng'oypfeea
egy'amagezi	egy'amageoi	sgy'amavdzi	fgy'amqgezo
ntuukirize	ntulkirize	nfuukigjze	nfuukirize
biva	tiva	hjva	bufa
tegumuganya	tegumutanya	tebumuganye	tegunkgqnya
ekyeru	eayeru	wkueri	wnyeru
wateresebwa	eateresebwa	daterdsdbwa	waeedesebwa
komawo	oomawo	kojadk	kogawo
ekirukibwa	ekkrukibwa	smlrukibwa	eklrukinaa
alimalawo	flimalawo	alimqlqao	slimalaei
alimukebera	alimikebera	apimukebefz	alinukebetx
osseeko	osseedo	lsseenp	osxeekk
basensera	brsensera	gaseheera	baseneefa
omulwadde	omuswadde	pmulwavse	omglwadce
okukirokola	okukirokolad	ojhkirpkola	okukjrohopa
y'anaabanga	y'anaabangaw	n'ansabanga	h'ansabqgga
